Package	LibPath	Version	Priority	Depends	Imports	LinkingTo	Suggests	Enhances	License	License_is_FOSS	License_restricts_use	OS_type	MD5sum	NeedsCompilation	Built
packrat	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.6.0		R (>= 3.0.0)	tools, utils		testthat (>= 0.7), devtools, httr, knitr, rmarkdown		GPL-2					no	4.1.0
pamr	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.56.1		R (>= 2.10), cluster, survival					GPL-2					yes	4.1.0
pan	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.6					mitools, lme4		GPL-3		no			yes	4.1.0
pander	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.6.3		R (>= 2.15.0)	"grDevices, graphics, methods, utils, stats, digest, tools,
Rcpp"	Rcpp	"grid, lattice, ggplot2 (>= 0.9.2), sylly, sylly.en,
futile.logger, survival, microbenchmark, zoo, nlme, descr,
MASS, knitr, rmarkdown, tables, reshape, memisc, Epi,
randomForest, tseries, gtable, rms, forecast, data.table"		AGPL-3 | file LICENSE					yes	4.1.0
parallelly	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.25.0			parallel, tools, utils				LGPL (>= 2.1)					no	4.1.0
partitions	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.10-2		R (>= 3.6.0)	gmp, polynom, sets, mathjaxr		testthat		GPL					yes	4.1.0
partykit	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.2-13		R (>= 3.5.0), graphics, grid, libcoin (>= 1.0-0), mvtnorm	"grDevices, stats, utils, survival, Formula (>= 1.2-1), inum
(>= 1.0-0), rpart (>= 4.1-11)"		"XML, pmml, rJava, sandwich, strucchange, vcd, AER, mlbench,
TH.data (>= 1.0-3), coin (>= 1.1-0), RWeka (>= 0.4-19),
datasets, parallel, psychotools (>= 0.3-0), psychotree, party
(>= 1.3-0), randomForest"		GPL-2 | GPL-3					yes	4.1.0
patchwork	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.1.1			"ggplot2 (>= 3.0.0), gtable, grid, stats, grDevices, utils,
graphics"		"knitr, rmarkdown, gridGraphics, gridExtra, ragg, testthat (>=
2.1.0), vdiffr, covr, png"		MIT + file LICENSE					no	4.1.0
pbapply	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.4-3		R (>= 3.2.0)	parallel				GPL-2					no	4.1.0
pbivnorm	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.6.0							GPL (>= 2)					yes	4.1.0
pbmcapply	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.5.0		utils, parallel					MIT + file LICENSE					yes	4.1.0
pbs	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.1			graphics, stats, splines				GPL-2					no	4.1.0
PBSmapping	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.73.0		R (>= 3.5.0)			foreign, maptools, deldir		GPL (>= 2)					yes	4.1.0
PBSmodelling	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.68.8		R (>= 3.5.0)	methods, tcltk, XML		PBSmapping, deSolve, KernSmooth		GPL (>= 2)					yes	4.1.0
pcaPP	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.9-74			mvtnorm		robustbase		GPL (>= 3)					yes	4.1.0
pec	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2020.11.17		R (>= 2.9.0), prodlim (>= 1.4.9)	"foreach (>= 1.4.2), rms (>= 4.2-0), survival (>= 2.37-7),
riskRegression (>= 2020.02.05), lava (>= 1.4.1), timereg (>=
1.8.9),"		"randomForestSRC, party, cmprsk (>= 2.2-7), rpart, crrstep,
Hmisc (>= 3.14-4)"		GPL (>= 2)					yes	4.1.0
penalized	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.9-51		R (>= 2.10.0), survival, methods	Rcpp	Rcpp, RcppArmadillo	globaltest		GPL (>= 2)					yes	4.1.0
PerformanceAnalytics	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.0.4		R (>= 3.5.0), xts (>= 0.10.0)	methods, quadprog, zoo		"dygraphs, Hmisc, MASS, quantmod, gamlss, gamlss.dist,
robustbase, quantreg, tinytest, ggplot2, RColorBrewer,
googleVis, plotly, gridExtra, ggpubr, RPESE, R.rsp, RobStatTM"		GPL-2 | GPL-3					yes	4.1.0
permute	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.9-5		R (>= 2.14.0)	stats		vegan (>= 2.0-0), testthat (>= 0.5), parallel		GPL-2					no	4.1.0
phangorn	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.7.0		ape (>= 5.5), R (>= 3.6.0)	"fastmatch, graphics, grDevices, igraph (>= 1.0), magrittr,
Matrix, methods, parallel, quadprog, Rcpp (>= 1.0.4), stats,
utils"	Rcpp	"Biostrings, knitr, magick, prettydoc, rgl, rmarkdown, seqinr,
seqLogo, tinytest, xtable"		GPL (>= 2)					yes	4.1.0
pheatmap	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0.12		R (>= 2.0)	grid, RColorBrewer, scales, gtable, stats, grDevices, graphics				GPL-2					no	4.1.0
phylobase	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.8.10			"ade4, ape (>= 3.0), Rcpp (>= 0.11.0), rncl (>= 0.6.0), grid,
methods, stats, RNeXML"	Rcpp	MASS, testthat (>= 0.8.1), knitr		GPL (>= 2)					yes	4.1.0
picante	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.8.2		ape, vegan, nlme, methods			brglm, circular, corpcor, quantreg		GPL-2					yes	4.1.0
pillar	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.6.1			"cli, crayon (>= 1.3.4), ellipsis (>= 0.3.2), fansi, lifecycle,
rlang (>= 0.3.0), utf8 (>= 1.1.0), utils, vctrs (>= 0.3.8)"		"bit64, debugme, DiagrammeR, dplyr, formattable, ggplot2,
knitr, lubridate, nycflights13, palmerpenguins, rmarkdown,
scales, stringi, survival, testthat (>= 3.0.2), tibble, units,
withr"		MIT + file LICENSE					no	4.1.0
pinfsc50	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.2.0		R (>= 3.2.1)					GPL					no	4.1.0
pixmap	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.4-12			methods, graphics, grDevices				GPL-2					no	4.1.0
pkgbuild	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.2.0		R (>= 3.1)	"callr (>= 3.2.0), cli, crayon, desc, prettyunits, R6,
rprojroot, withr (>= 2.1.2)"		Rcpp, cpp11, testthat, covr		MIT + file LICENSE					no	4.1.0
pkgconfig	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.0.3			utils		covr, testthat, disposables (>= 1.0.3)		MIT + file LICENSE					no	4.1.0
pkgKitten	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.2.1					whoami (>= 1.1.0), tinytest, roxygen2		GPL (>= 2)					no	4.1.0
pkgload	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.2.1			"cli, crayon, desc, methods, rlang, rprojroot, rstudioapi,
utils, withr"		bitops, covr, pkgbuild, Rcpp, testthat		GPL-3					yes	4.1.0
pkgmaker	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.32.2		R (>= 3.0.0), methods, stats, registry	"tools, grDevices, utils, graphics, codetools, digest, stringr,
xtable, withr, assertthat"		"devtools (>= 0.8), roxygen2, RUnit, testthat, knitr,
rmarkdown, markdown, yaml, Biobase, datasets, rbibutils (>=
1.3)"		GPL (>= 2)					no	4.1.0
PKI	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.1-8		R (>= 2.9.0), base64enc				gmp	GPL-2 | GPL-3 | file LICENSE					yes	4.1.0
PKPDmodels	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.3.2		R(>= 2.13.0)	compiler		lattice		GPL (>= 2)						4.1.0
planet	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.99.4		R (>= 4.0)	methods, tibble, magrittr, dplyr		"ggplot2, testthat, tidyr, scales, minfi, EpiDISH, knitr,
rmarkdown"		GPL-2					no	4.1.0
plm	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.4-1		R (>= 3.1.0)	"MASS, bdsmatrix, zoo, nlme, sandwich, lattice, lmtest, maxLik,
Rdpack, Formula, stats"		"AER, car, pcse, clusterSEs, collapse, pglm, spdep, splm,
statmod, urca, Ecdat, pder, stargazer, texreg, foreign, knitr,
rmarkdown, bookdown"		GPL (>= 2)					no	4.1.0
plogr	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.2.0					Rcpp		MIT + file LICENSE					no	4.1.0
plot3D	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.4		R (>= 2.15)	misc3d, stats, graphics, grDevices, methods				GPL (>= 3.0)					no	4.1.0
plot3Drgl	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0.2		rgl, plot3D, R (>= 3.2.3)	grDevices				GPL (>= 3.0)					no	4.1.0
plotly	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	4.9.3		R (>= 3.2.0), ggplot2 (>= 3.0.0)	"tools, scales, httr (>= 1.3.0), jsonlite (>= 1.6), magrittr,
digest, viridisLite, base64enc, htmltools (>= 0.3.6),
htmlwidgets (>= 1.5.2.9001), tidyr, RColorBrewer, dplyr, vctrs,
tibble, lazyeval (>= 0.2.0), rlang, crosstalk, purrr,
data.table, promises"		"MASS, maps, hexbin, ggthemes, GGally, testthat, knitr,
devtools, shiny (>= 1.1.0), shinytest (>= 1.3.0), curl,
rmarkdown, vdiffr, Cairo, broom, webshot, listviewer,
dendextend, sf, maptools, rgeos, png, IRdisplay, processx,
plotlyGeoAssets, forcats, palmerpenguins"		MIT + file LICENSE					no	4.1.0
plotmo	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	3.6.0		R (>= 3.4.0), Formula (>= 1.2-3), plotrix, TeachingDemos			"C50 (>= 0.1.0-24), earth (>= 5.1.2), gbm (>= 2.1.1), glmnet
(>= 2.0.5), glmnetUtils (>= 1.0.3), MASS (>= 7.3-51), mlr (>=
2.12.1), neuralnet (>= 1.33), partykit (>= 1.2-2), pre (>=
0.5.0), rpart (>= 4.1-15), rpart.plot (>= 3.0.8)"		GPL-3					no	4.1.0
plotrix	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	3.8-1		R (>= 3.5.0)	grDevices, graphics, stats, utils				GPL (>= 2)					no	4.1.0
pls	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.7-3		R (>= 2.10)	grDevices, graphics, methods, stats		MASS, parallel, Rmpi, testthat, RUnit		GPL-2					no	4.1.0
plyr	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.8.6		R (>= 3.1.0)	Rcpp (>= 0.11.0)	Rcpp	"abind, covr, doParallel, foreach, iterators, itertools,
tcltk, testthat"		MIT + file LICENSE					yes	4.1.0
pmml	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.4.0		XML	methods, stats, utils, stringr		"ada, amap, arules, caret, clue, data.table, forecast, gbm,
glmnet, Matrix, neighbr, nnet, rpart, randomForestSRC (<=
2.5.0), randomForest, rattle, kernlab, e1071, testthat,
survival, xgboost, knitr, rmarkdown, covr"		GPL-3 | file LICENSE					no	4.1.0
pmmlTransformations	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.3.3					knitr, testthat, rmarkdown, pmml (<= 1.5.7)		GPL (>= 2.1)					no	4.1.0
png	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.1-7		R (>= 2.9.0)					GPL-2 | GPL-3					yes	4.1.0
poibin	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.5							GPL-2					yes	4.1.0
poLCA	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.4.1		scatterplot3d, MASS					GPL (>= 2)					yes	4.1.0
polspline	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.1.19			stats, graphics				GPL (>= 2)					yes	4.1.0
polyclip	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.10-0		R (>= 3.0.0)					BSL					yes	4.1.0
polynom	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.4-0			stats, graphics		knitr, rmarkdown		GPL-2					no	4.1.0
PolynomF	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.0-3		R (>= 3.0.0), graphics, grDevices	stats, Rcpp, methods	Rcpp	knitr, rmarkdown		GPL-2					yes	4.1.0
prabclus	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.3-2		R (>= 2.10), MASS, mclust			spdep, spatialreg, bootstrap, maptools, foreign, mvtnorm		GPL					no	4.1.0
pracma	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.3.3		R (>= 3.1.0)	graphics, grDevices, stats, utils		NlcOptim, quadprog		GPL (>= 3)					no	4.1.0
praise	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0.0					testthat		MIT + file LICENSE					no	4.1.0
PredictABEL	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.2-4		R (>= 2.12.0)	Hmisc, ROCR, PBSmodelling, lazyeval, methods				GPL (>= 2)					no	4.1.0
prettyGraphs	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.1.6							GPL-2					no	4.1.0
prettyunits	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.1.1					codetools, covr, testthat		MIT + file LICENSE					no	4.1.0
prim	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0.20		R (>= 2.10.0)	scales, tcltk, plot3D		knitr, rmarkdown, MASS		GPL-2 | GPL-3					no	4.1.0
pROC	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.17.0.1		R (>= 2.14)	methods, plyr, Rcpp (>= 0.11.1)	Rcpp	"microbenchmark, tcltk, MASS, logcondens, doParallel,
testthat, vdiffr, ggplot2"		GPL (>= 3)					yes	4.1.0
processx	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	3.5.2			ps (>= 1.2.0), R6, utils		"callr (>= 3.2.0), cli, codetools, covr, curl, debugme,
parallel, testthat, withr"		MIT + file LICENSE					yes	4.1.0
prodlim	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2019.11.13		R (>= 2.9.0)	"Rcpp (>= 0.11.5), stats, grDevices, graphics, survival,
KernSmooth, lava"	Rcpp			GPL (>= 2)					yes	4.1.0
profileModel	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.6.1		R (>= 2.6.0)			MASS, gnm		GPL (>= 2)					no	4.1.0
profmem	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.6.0			utils		R.rsp, markdown, microbenchmark		LGPL (>= 2.1)					no	4.1.0
profvis	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.3.7		R (>= 3.0)	htmlwidgets (>= 0.3.2), stringr		"knitr, ggplot2, rmarkdown, testthat, devtools, shiny,
htmltools"		GPL-3 | file LICENSE					yes	4.1.0
progress	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.2.2			hms, prettyunits, R6, crayon		Rcpp, testthat, withr		MIT + file LICENSE					no	4.1.0
promises	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.2.0.1			R6, Rcpp, later, rlang, stats, magrittr	later, Rcpp	"testthat, future (>= 1.21.0), fastmap (>= 1.1.0), purrr,
knitr, rmarkdown, vembedr, spelling"		MIT + file LICENSE					yes	4.1.0
PropCIs	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.3-0							GPL					no	4.1.0
propr	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	4.2.6		methods, R (>= 3.2.2)	fastcluster, ggplot2, grDevices, igraph, Rcpp, stats, utils	Rcpp	"ALDEx2, Biobase, cccrm, compositions, data.table, datasets,
grid, ggdendro, knitr, limma, parallel, plotly, reshape2, rgl,
rmarkdown, SDMTools, testthat, vegan"		GPL-2					yes	4.1.0
proto	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0.0					testthat, covr		GPL-2					no	4.1.0
proxy	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.4-25		R (>= 3.4.0)	stats, utils		cba		GPL-2					yes	4.1.0
proxyC	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.2.0		R (>= 3.1.0), methods	Matrix (>= 1.2), Rcpp (>= 0.12.12), RcppParallel	Rcpp, RcppParallel, RcppArmadillo (>= 0.7.600.1.0)	testthat, entropy, proxy		GPL-3					yes	4.1.0
pryr	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.1.4		R (>= 3.1.0)	stringr, codetools, methods, Rcpp (>= 0.11.0)	Rcpp	testthat (>= 0.8.0)		GPL-2					yes	4.1.0
ps	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.6.0		R (>= 3.1)	utils		"callr, covr, curl, pingr, processx (>= 3.1.0), R6, rlang,
testthat, tibble"		MIT + file LICENSE					yes	4.1.0
pscl	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.5.5			MASS, datasets, grDevices, graphics, stats, utils		"lattice, MCMCpack, car, lmtest, sandwich, zoo, coda, vcd,
mvtnorm, mgcv"		GPL-2					yes	4.1.0
pspline	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0-18		R (>= 2.0.0), stats, graphics					Unlimited					yes	4.1.0
psych	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.1.3			mnormt,parallel,stats,graphics,grDevices,methods,lattice,nlme		"psychTools, GPArotation, lavaan, lme4, Rcsdp, graph, knitr,
Rgraphviz"		GPL (>= 2)					no	4.1.0
psychotools	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.6-1		R (>= 3.0.0)	graphics, grDevices, stats, utils		Formula, likert, mirt, multcomp, sandwich		GPL-2 | GPL-3					yes	4.1.0
psychotree	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.15-4		R (>= 4.0.0), partykit (>= 0.8-4), psychotools (>= 0.4-0)	graphics, grDevices, grid, stats, Formula		stablelearner (>= 0.1-3), strucchange		GPL-2 | GPL-3					no	4.1.0
PTXQC	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0.10		R (>= 3.3.0)	"data.table, ggplot2 (>= 2.2), ggdendro, grid, grDevices,
gtable, jsonlite, kableExtra, knitr (>= 1.10), methods,
ontologyIndex, plyr, RColorBrewer, reshape2, rmarkdown, seqinr,
stats, utils, UpSetR, yaml"		testthat		BSD_3_clause + file LICENSE					no	4.1.0
Publish	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2020.12.23		prodlim (>= 1.5.4)	"survival (>= 2.38), data.table (>= 1.10.4), lava (>= 1.5.1),
multcomp (>= 1.4)"		"riskRegression (>= 2020.09.07), testthat, smcfcs (>= 1.4.1),
rms (>= 6.1.0), mitools (>= 2.4), nlme (>= 3.1-131)"		GPL (>= 2)					no	4.1.0
purrr	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.3.4		R (>= 3.2)	magrittr (>= 1.5), rlang (>= 0.3.1)		"covr, crayon, dplyr (>= 0.7.8), knitr, rmarkdown, testthat,
tibble, tidyselect"		GPL-3 | file LICENSE					yes	4.1.0
pvclust	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.2-0		R (>= 2.10.0)			MASS, parallel		GPL (>= 2)					no	4.1.0
qap	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.1-1					testthat		GPL-3					yes	4.1.0
qgraph	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.6.9		R (>= 3.0.0)	"Rcpp (>= 1.0.0), methods, grDevices, psych, lavaan, plyr,
Hmisc, igraph, jpeg, png, colorspace, Matrix, corpcor,
reshape2, ggplot2, glasso, fdrtool, gtools, parallel, pbapply,
abind, dplyr"	Rcpp	BDgraph, huge		GPL-2					yes	4.1.0
qlcMatrix	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.9.7		Matrix (>= 1.1-0), R (>= 3.2), slam (>= 0.1-32), sparsesvd	methods, docopt		MASS, knitr		GPL-3					no	4.1.0
qpdf	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.1			Rcpp, askpass, curl	Rcpp	testthat		Apache License 2.0					yes	4.1.0
qqman	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.1.8		R (>= 3.0.0),	calibrate		knitr, rmarkdown		GPL-3					no	4.1.0
qrng	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.0-8		R (>= 3.0.0)	methods, randtoolbox, utils, copula		""	""	GPL-2 | GPL-3					yes	4.1.0
qs	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.25.1		R (>= 3.0.2)	Rcpp, RApiSerialize, stringfish (>= 0.15.1)	Rcpp, RApiSerialize, stringfish	knitr, rmarkdown		GPL-3					yes	4.1.0
quadprog	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.5-8		R (>= 3.1.0)					GPL (>= 2)					yes	4.1.0
quantmod	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.4.18		R (>= 3.2.0), xts(>= 0.9-0), zoo, TTR(>= 0.2), methods	curl		"DBI,RMySQL,RSQLite,timeSeries,xml2,downloader,jsonlite(>=
1.1)"		GPL-3					no	4.1.0
quantreg	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	5.85		R (>= 2.6), stats, SparseM	methods, graphics, Matrix, MatrixModels, conquer		"tripack, akima, MASS, survival, rgl, logspline, nor1mix,
Formula, zoo, R.rsp"		GPL (>= 2)					yes	4.1.0
questionr	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.7.4		R (>= 3.5.0)	"shiny (>= 1.0.5), miniUI, rstudioapi, highr, styler, classInt,
htmltools, graphics, stats, utils, labelled (>= 2.6.0)"		"testthat, roxygen2, dplyr, ggplot2, tidyr, janitor, forcats,
knitr, rmarkdown, survey, Hmisc"		GPL (>= 2)					no	4.1.0
qvcalc	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0.2					relimp, MASS	psychotools, survival	GPL-2 | GPL-3					no	4.1.0
R.cache	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.15.0		R (>= 2.14.0)	"utils, R.methodsS3 (>= 1.8.1), R.oo (>= 1.24.0), R.utils (>=
2.10.1), digest (>= 0.6.13)"				LGPL (>= 2.1)					no	4.1.0
R.devices	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.17.0		R (>= 2.14.0)	"grDevices, R.methodsS3 (>= 1.8.1), R.oo (>= 1.24.0), R.utils
(>= 2.10.1), base64enc (>= 0.1-2)"		digest (>= 0.6.13), Cairo (>= 1.5-9), R.rsp		LGPL (>= 2.1)					no	4.1.0
R.methodsS3	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.8.1		R (>= 2.13.0)	utils		codetools		LGPL (>= 2.1)					no	4.1.0
R.oo	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.24.0		R (>= 2.13.0), R.methodsS3 (>= 1.8.0)	methods, utils		tools		LGPL (>= 2.1)					no	4.1.0
R.utils	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.10.1		R (>= 2.14.0), R.oo (>= 1.23.0)	methods, utils, tools, R.methodsS3 (>= 1.8.0)		digest (>= 0.6.10)		LGPL (>= 2.1)					no	4.1.0
R1magic	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.3.2		stats, utils					GPL (>= 3)					no	4.1.0
r2d3	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.2.5		R (>= 3.1.2)	htmlwidgets (>= 1.2), htmltools, jsonlite, rstudioapi		knitr, rmarkdown, R6, shiny, shinytest, testthat, webshot		BSD_3_clause + file LICENSE					no	4.1.0
R2OpenBUGS	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	3.2-3.2.1		R (>= 2.13.0)	coda (>= 0.11-0), boot				GPL-2					no	4.1.0
R2WinBUGS	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.1-21		R (>= 2.13.0), coda (>= 0.11-0), boot	utils, stats, graphics		BRugs (>= 0.3-2)		GPL-2					no	4.1.0
R6	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	2.5.0		R (>= 3.0)			knitr, microbenchmark, pryr, testthat, ggplot2, scales		MIT + file LICENSE					no	4.1.0
RadialMR	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.0		R (>= 3.5.0)	ggplot2, magrittr, plotly		MendelianRandomization, TwoSampleMR (>= 0.5.0)		GPL(>= 2)					no	4.1.0
rainbow	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	3.6		R (>= 3.4.0), MASS, pcaPP	hdrcde, cluster, colorspace, ks		forecast		GPL-3					no	4.1.0
RandomFields	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	3.3.8		R (>= 3.5.0), sp, RandomFieldsUtils (>= 0.5.1)	graphics, methods, grDevices, stats, utils	RandomFieldsUtils	"colorspace, RColorBrewer, mvtnorm, raster, tcltk2, tcltk,
tkrplot, spam, tools, minqa, soma, optimx, nloptr, pso, GenSA"		GPL (>= 3)					yes	4.1.0
RandomFieldsUtils	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.5.3		R (>= 3.0)	utils, methods				GPL (>= 3)					yes	4.1.0
randomForest	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	4.6-14		R (>= 3.2.2), stats			RColorBrewer, MASS		GPL (>= 2)					yes	4.1.0
randtoolbox	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	1.30.1		rngWELL (>= 0.10-1)					BSD_3_clause + file LICENSE					yes	4.1.0
ranger	/hpc/packages/minerva-centos7/rpackages/4.1.0/site-library	0.12.1		R (>= 3.1)	Rcpp (>= 0.11.2), Matrix	Rcpp, RcppEigen	survival, testthat		GPL-3					yes	4.1.0
